type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",ferme bretone,4,107,None,2,3,1,None,2 300 000 DH
"appartements, à vendre",derb omar,5,93,93,2,2,1,11-20 ans,850 000 DH
"appartements, à vendre",bourgogne,4,54,None,1,1,1,neuf,930 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,5,104,None,3,2,1,6-10 ans,1 850 000 DH
"appartements, à vendre",les princesses,3,136,None,2,1,2,11-20 ans,1 600 000 DH
"appartements, à vendre",derb omar,2,137,137,3,2,2,None,1 320 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",ben ejdia,3,50,50,1,1,1,1-5 ans,720 000 DH
"appartements, à vendre",californie,1,140,None,3,2,1,None,2 150 000 DH
"appartements, à vendre",roches noires,3,90,None,2,2,1,None,1 000 000 DH
"appartements, à vendre",val fleuri,2,116,None,3,2,1,None,1 590 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",quartier des hôpitaux,rez de chaussée,117,None,2,2,1,neuf,1 300 000 DH
"appartements, à vendre",roches noires,4,88,None,2,2,1,neuf,1 100 000 DH
"appartements, à vendre",sidi maarouf,1,63,None,3,1,1,11-20 ans,650 000 DH
"appartements, à vendre",sidi maarouf,1,64,64,2,1,1,1-5 ans,520 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",roches noires,1,100,None,2,2,1,neuf,1 250 000 DH
"appartements, à vendre",oulfa,1,58,58,2,1,1,6-10 ans,280 000 DH
"appartements, à vendre",aïn sebaâ,1,100,100,3,2,1,neuf,977 600 DH
"appartements, à vendre",oulfa,1,72,72,2,1,1,11-20 ans,790 000 DH
"appartements, à vendre",sidi maarouf,1,186,186,4,4,2,1-5 ans,1 400 000 DH
"appartements, à vendre",californie,2,101,101,3,2,1,1-5 ans,None
"appartements, à vendre",oulfa,2,128,128,3,2,1,1-5 ans,1 600 000 DH
"appartements, à vendre",sidi maarouf,4,130,130,3,2,1,None,1 300 000 DH
"appartements, à vendre",anfa,3,140,140,2,2,1,1-5 ans,None
"appartements, à vendre",autre secteur,3,90,90,3,2,1,11-20 ans,None
"appartements, à vendre",2 mars,5,180,180,3,2,2,21+ ans,2 500 000 DH
"appartements, à vendre",oulfa,4,50,50,2,1,1,6-10 ans,270 000 DH
"appartements, à vendre",californie,2,94,94,2,2,1,1-5 ans,1 600 000 DH
"appartements, à vendre",hay hassani,3,30,30,1,1,1,None,370 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,4,56,56,2,1,1,None,430 000 DH
"appartements, à vendre",hay hassani,4,56,56,2,1,1,11-20 ans,430 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,78,77,2,2,1,neuf,760 000 DH
"appartements, à vendre",sidi maarouf,1,57,57,2,1,1,neuf,569 999 DH
"appartements, à vendre",californie,2,99,99,3,2,1,1-5 ans,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",al fida,2,50,75,1,1,1,11-20 ans,480 000 DH
"appartements, à vendre",aïn sebaâ,4,78,78,2,2,1,6-10 ans,850 000 DH
"appartements, à vendre",sidi moumen,3,68,68,2,1,1,11-20 ans,380 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn sebaâ,3,97,101,3,2,1,neuf,990 000 DH
"appartements, à vendre",aïn sebaâ,1,108,108,3,2,1,neuf,1 100 000 DH
"appartements, à vendre",aïn sebaâ,1,111,111,3,2,1,neuf,None
"appartements, à vendre",casablanca finance city,8,135,None,3,2,2,1-5 ans,13 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,1,100,118,2,2,1,11-20 ans,1 600 000 DH
"appartements, à vendre",sidi maarouf,2,68,68,2,1,1,6-10 ans,560 000 DH
"appartements, à vendre",californie,3,158,158,3,2,2,1-5 ans,2 950 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oasis,2,148,148,3,3,2,neuf,3 000 000 DH
"appartements, à vendre",oulfa,1,56,46,2,1,1,6-10 ans,455 000 DH
"appartements, à vendre",oulfa,3,67,67,2,1,1,11-20 ans,580 000 DH
"appartements, à vendre",bourgogne,4,57,67,2,1,1,11-20 ans,850 000 DH
"appartements, à vendre",maarif,2,130,None,3,2,1,None,2 100 000 DH
"appartements, à vendre",aïn sebaâ,3,68,68,2,1,1,11-20 ans,440 000 DH
"appartements, à vendre",gauthier,4,267,267,3,2,None,None,3 300 000 DH
"appartements, à vendre",aïn sebaâ,3,59,59,2,1,None,None,440 000 DH
"appartements, à vendre",ferme bretone,1,158,158,3,2,None,None,2 300 000 DH
"appartements, à vendre",bourgogne,2,69,74,2,2,2,neuf,18 500 DH
"appartements, à vendre",sidi moumen,rez de chaussée,50,50,None,None,None,None,500 000 DH
"appartements, à vendre",racine,2,191,191,2,3,None,None,3 200 000 DH
"appartements, à vendre",sidi bernoussi,2,74,97,2,1,1,21+ ans,550 000 DH
"appartements, à vendre",sidi bernoussi,1,77,77,2,2,1,11-20 ans,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",palmier,3,69,69,1,1,None,None,1 400 000 DH
"appartements, à vendre",californie,rez de chaussée,80,80,2,2,None,None,1 250 000 DH
"appartements, à vendre",aïn sebaâ,2,74,74,2,2,2,neuf,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn sebaâ,2,63,63,1,1,1,neuf,661 200 DH
"appartements, à vendre",sidi moumen,2,60,65,2,1,1,None,300 000 DH
"appartements, à vendre",racine,3,217,None,4,2,2,neuf,3 495 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,2,33,None,1,1,1,None,700 000 DH
"appartements, à vendre",racine,5,130,130,2,2,2,6-10 ans,2 300 000 DH
"appartements, à vendre",aïn sebaâ,1,69,69,2,2,1,neuf,759 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn sebaâ,6,106,156,4,2,1,1-5 ans,1 440 000 DH
"appartements, à vendre",oulfa,rez de chaussée,92,104,2,2,2,6-10 ans,820 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",californie,3,50,None,2,1,1,1-5 ans,500 000 DH
"appartements, à vendre",maarif,2,97,110,2,2,2,6-10 ans,1 350 000 DH
"appartements, à vendre",sidi maarouf,2,117,None,3,2,1,6-10 ans,1 200 000 DH
"appartements, à vendre",laimoune,3,82,82,2,2,1,neuf,1 370 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn borja,1,80,80,2,1,1,6-10 ans,800 000 DH
"appartements, à vendre",californie,1,153,153,3,2,2,1-5 ans,None
"appartements, à vendre",californie,1,106,106,2,2,1,1-5 ans,None
"appartements, à vendre",maarif,4,72,94,2,1,1,6-10 ans,1 250 000 DH
"appartements, à vendre",oulfa,rez de chaussée,74,145,2,2,2,11-20 ans,1 300 000 DH
"appartements, à vendre",sidi bernoussi,1,57,60,2,1,1,1-5 ans,480 000 DH
"appartements, à vendre",californie,4,85,85,2,1,1,neuf,7 500 DH
"appartements, à vendre",2 mars,1,168,None,4,3,1,None,2 400 000 DH
"appartements, à vendre",centre ville,rez de chaussée,40,40,1,1,None,None,900 000 DH
"appartements, à vendre",quartier des hôpitaux,1,95,139,3,2,1,11-20 ans,990 000 DH
"appartements, à vendre",sidi moumen,2,94,94,3,2,1,neuf,921 200 DH
"appartements, à vendre",hay hassani,5,54,54,1,1,1,neuf,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn chock,4,None,65,2,1,1,None,980 000 DH
"appartements, à vendre",sidi moumen,2,94,94,3,2,1,neuf,921 200 DH
"appartements, à vendre",californie,2,72,None,2,2,1,None,1 200 000 DH
"appartements, à vendre",sidi moumen,4,95,95,3,2,1,neuf,9 200 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",2 mars,3,None,129,2,2,2,None,1 700 000 DH
"appartements, à vendre",sidi moumen,1,96,113,3,2,1,neuf,992 750 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,111,None,3,2,1,None,1 500 000 DH
"appartements, à vendre",hay hassani,2,90,90,2,2,1,neuf,1 170 000 DH
"appartements, à vendre",sidi maarouf,1,53,None,2,1,1,neuf,470 000 DH
"appartements, à vendre",oulfa,1,183,45,3,2,1,neuf,1 845 750 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",route d'azemmour,1,69,None,2,1,1,None,780 000 DH
"appartements, à vendre",hay hassani,1,136,183,3,2,1,neuf,1 632 000 DH
"appartements, à vendre",maarif,2,38,38,1,1,1,neuf,None
"appartements, à vendre",sbata,1,116,116,3,2,1,neuf,9 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",quartier des hôpitaux,2,39,None,1,2,1,neuf,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",belvédère,rez de chaussée,49,16,1,1,1,11-20 ans,670 000 DH
"appartements, à vendre",aïn chock,1,55,None,2,1,1,None,650 000 DH
"appartements, à vendre",maarif,4,100,None,3,1,1,neuf,17 500 DH
"appartements, à vendre",racine,4,130,130,2,3,3,None,2 400 000 DH
"appartements, à vendre",palmier,3,93,93,2,2,1,1-5 ans,1 550 000 DH
"appartements, à vendre",sidi moumen,3,75,75,2,2,1,1-5 ans,620 000 DH
"appartements, à vendre",sidi moumen,2,59,59,2,2,1,11-20 ans,350 000 DH
"appartements, à vendre",aïn chock,1,68,68,1,2,2,6-10 ans,820 000 DH
"appartements, à vendre",californie,3,98,98,2,2,1,1-5 ans,None
"appartements, à vendre",belvédère,2,103,103,2,1,1,11-20 ans,None
"appartements, à vendre",hay mansour,2,163,163,3,3,2,11-20 ans,2 400 000 DH
"appartements, à vendre",belvédère,2,103,103,2,1,1,11-20 ans,None
"appartements, à vendre",californie,4,114,114,3,2,2,6-10 ans,1 675 000 DH
"appartements, à vendre",californie,2,72,None,2,2,1,None,1 020 000 DH
"appartements, à vendre",aïn chock,2,70,None,2,1,1,None,340 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,3,40,40,1,1,1,neuf,860 000 DH
"appartements, à vendre",autre secteur,2,55,55,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",oasis,3,61,61,2,2,1,neuf,1 189 500 DH
"appartements, à vendre",californie,2,105,None,2,1,2,None,1 160 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,4,87,107,2,2,2,11-20 ans,1 250 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,86,86,2,1,1,11-20 ans,820 000 DH
"appartements, à vendre",aïn sebaâ,rez de chaussée,67,89,1,2,1,neuf,750 000 DH
"appartements, à vendre",autre secteur,1,78,78,2,1,None,None,1 200 000 DH
"appartements, à vendre",sidi maarouf,4,137,137,2,1,None,None,1 100 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn sebaâ,2,117,117,3,2,2,neuf,1 100 000 DH
"appartements, à vendre",sidi maarouf,3,54,54,2,1,1,11-20 ans,300 000 DH
"appartements, à vendre",aïn chock,2,75,None,2,1,1,None,340 000 DH
"appartements, à vendre",gauthier,6,126,126,3,1,None,None,1 920 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",hay mohammadi,3,170,190,4,None,None,None,1 200 000 DH
"appartements, à vendre",aïn sebaâ,4,57,None,2,1,1,None,570 000 DH
"appartements, à vendre",ferme bretone,4,156,156,3,4,None,None,3 400 000 DH
"appartements, à vendre",beauséjour,3,119,119,3,2,None,None,1 362 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",ferme bretone,1,86,92,2,2,1,neuf,1 517 100 DH
"appartements, à vendre",racine,3,145,145,3,2,3,11-20 ans,2 900 000 DH
"appartements, à vendre",quartier des hôpitaux,3,71,71,1,1,1,1-5 ans,1 200 000 DH
"appartements, à vendre",derb ghallef,1,180,180,2,2,None,None,1 700 000 DH
"appartements, à vendre",oulfa,3,53,53,2,1,1,11-20 ans,345 000 DH
"appartements, à vendre",sidi maarouf,4,49,50,2,1,1,11-20 ans,385 000 DH
"appartements, à vendre",aïn chock,rez de chaussée,82,None,2,1,1,neuf,820 000 DH
"appartements, à vendre",oulfa,rez de chaussée,54,54,2,1,1,1-5 ans,340 000 DH
"appartements, à vendre",beauséjour,4,101,101,3,2,1,6-10 ans,14 000 000 DH
"appartements, à vendre",sidi maarouf,2,85,85,2,1,1,11-20 ans,None
"appartements, à vendre",sidi maarouf,3,76,76,3,2,1,11-20 ans,5 700 000 DH
"appartements, à vendre",hay mansour,2,163,163,3,3,2,11-20 ans,2 400 000 DH
"appartements, à vendre",racine,1,184,None,3,3,2,11-20 ans,2 900 000 DH
"appartements, à vendre",sidi maarouf,4,75,75,2,2,1,11-20 ans,None
"appartements, à vendre",oulfa,1,65,65,3,1,1,None,450 000 DH
"appartements, à vendre",anfa,2,113,113,2,2,2,11-20 ans,1 100 000 DH
"appartements, à vendre",aïn chock,3,79,None,2,1,2,None,760 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",californie,rez de chaussée,79,None,2,2,1,None,900 000 DH
"appartements, à vendre",sidi maarouf,3,46,46,1,1,1,11-20 ans,230 000 DH
"appartements, à vendre",sidi maarouf,4,54,20,2,1,1,11-20 ans,None
"appartements, à vendre",sidi maarouf,4,50,51,2,1,1,11-20 ans,385 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,3,52,52,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",quartier des hôpitaux,5,108,108,3,2,1,11-20 ans,1 500 000 DH
"appartements, à vendre",gauthier,3,112,None,3,2,1,11-20 ans,1 400 000 DH
"appartements, à vendre",racine,1,135,135,3,2,1,11-20 ans,2 350 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,4,130,138,3,2,1,21+ ans,1 250 000 DH
"appartements, à vendre",oulfa,1,64,70,2,1,2,1-5 ans,None
"appartements, à vendre",maarif,4,91,91,3,1,1,21+ ans,None
"appartements, à vendre",aïn chock,rez de chaussée,106,None,3,1,1,None,1 100 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn chock,3,75,None,3,2,1,None,880 000 DH
"appartements, à vendre",californie,rez de chaussée,78,None,2,1,1,None,1 000 000 DH
"appartements, à vendre",oulfa,3,82,82,2,1,1,6-10 ans,850 000 DH
"appartements, à vendre",sidi maarouf,2,132,140,3,3,1,neuf,1 280 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,122,122,3,2,1,neuf,1 220 000 DH
"appartements, à vendre",maarif,4,137,124,3,3,3,11-20 ans,2 399 984 DH
"appartements, à vendre",quartier des hôpitaux,3,124,None,3,2,1,11-20 ans,1 850 000 DH
"appartements, à vendre",belvédère,6,90,None,2,2,2,1-5 ans,1 500 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",californie,3,99,108,3,2,2,None,1 080 000 DH
"appartements, à vendre",hay hassani,3,40,40,1,1,1,6-10 ans,300 000 DH
"appartements, à vendre",aïn chock,3,58,58,2,1,1,11-20 ans,440 000 DH
"appartements, à vendre",oulfa,3,68,68,2,1,1,6-10 ans,650 000 DH
"appartements, à vendre",hay al amal,None,None,None,None,None,None,None,800 000 DH
"appartements, à vendre",sidi maarouf,None,None,90,3,None,None,None,800 000 DH
"appartements, à vendre",sidi maarouf,4,55,55,2,1,1,11-20 ans,None
"appartements, à vendre",sidi maarouf,4,54,54,2,1,1,11-20 ans,None
"appartements, à vendre",sidi maarouf,4,75,None,2,2,1,11-20 ans,750 000 DH
"appartements, à vendre",bourgogne,2,69,74,2,2,2,neuf,18 500 DH
"appartements, à vendre",racine,4,217,None,4,2,3,11-20 ans,3 000 000 DH
"appartements, à vendre",palmier,3,42,42,1,1,1,None,924 000 DH
"appartements, à vendre",maarif,5,50,90,1,1,1,neuf,1 315 000 DH
"appartements, à vendre",maarif,4,72,87,2,2,1,neuf,1 485 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn diab,2,102,300,2,1,1,1-5 ans,30 000 000 DH
"appartements, à vendre",la gironde,5,104,104,2,1,1,6-10 ans,1 000 000 DH
"appartements, à vendre",maarif,1,96,96,2,1,1,21+ ans,None
"appartements, à vendre",oulfa,2,56,56,2,1,1,6-10 ans,390 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,1,96,100,2,2,2,None,620 000 DH
"appartements, à vendre",ben m'sick,2,70,80,2,1,1,21+ ans,2 300 DH
"appartements, à vendre",aïn chock,2,60,60,2,1,1,1-5 ans,580 000 DH
"appartements, à vendre",belvédère,6,131,140,3,2,2,6-10 ans,1 700 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",roches noires,2,107,114,3,2,2,11-20 ans,1 080 000 DH
"appartements, à vendre",None,4,59,59,2,2,1,6-10 ans,3 000 000 DH
"appartements, à vendre",sidi othmane,1,70,70,2,2,1,neuf,None
"appartements, à vendre",oulfa,3,55,55,2,1,None,1-5 ans,350 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,2,114,114,2,2,2,None,1 590 000 DH
"appartements, à vendre",None,1,105,112,3,2,1,1-5 ans,960 000 DH
"appartements, à vendre",beauséjour,5,89,None,2,2,1,6-10 ans,1 400 000 DH
"appartements, à vendre",quartier des hôpitaux,1,200,220,3,2,2,neuf,12 500 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",centre ville,2,120,120,3,1,1,21+ ans,260 000 DH
"appartements, à vendre",oulfa,1,54,54,2,1,1,21+ ans,300 000 DH
"appartements, à vendre",maarif,7+,220,220,3,2,None,None,3 300 000 DH
"appartements, à vendre",laimoune,1,74,74,2,2,1,6-10 ans,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",racine,4,180,195,3,3,3,None,2 900 000 DH
"appartements, à vendre",sidi maarouf,2,100,115,3,2,1,6-10 ans,1 100 000 DH
"appartements, à vendre",casablanca finance city,4,157,None,3,2,1,neuf,2 400 000 DH
"appartements, à vendre",anfa,4,179,222,3,2,1,6-10 ans,3 000 000 DH
"appartements, à vendre",beauséjour,1,118,118,2,2,2,1-5 ans,2 000 000 DH
"appartements, à vendre",sidi moumen,4,65,65,1,1,2,11-20 ans,280 000 DH
"appartements, à vendre",2 mars,5,140,None,3,2,2,None,1 450 000 DH
"appartements, à vendre",oulfa,3,54,None,2,1,1,None,430 000 DH
"appartements, à vendre",autre secteur,1,104,104,2,2,2,neuf,9 900 DH
